,ID,name,long,lat,location
219,C0V310,美濃 (Meinong),120.5191,22.8987,高雄市美濃區福安里中山路二段204巷65號(美濃區福安國小後方)
220,C0V350,溪埔 (XIPU),120.4467,22.7385,高雄市大樹區溪埔里之台29線近83K處
221,C0V360,內門 (Neimen),120.4667,22.9754,高雄市內門區木柵里木柵3號（木柵國民小學）
222,C0V370,古亭坑 (Gutingkeng),120.4019,22.8931,高雄市田寮區古亭里
223,C0V400,阿公店 (Agongdian),120.3555,22.8041,高雄市燕巢區西燕里工程路1號（阿公店水庫內）
224,C0V530,阿蓮 (Alian),120.3275,22.8832,高雄市阿蓮區阿蓮里民生路94號(阿蓮區公所)
225,C0V610,梓官 (Ziguan),120.2672,22.7605,高雄市梓官區梓官路258號(梓官區公所)
226,C0V620,永安 (Yong'an),120.2368,22.8231,高雄市永安區永安路32號(永安消防分隊)
227,C0V630,茄萣 (Qieding),120.1826,22.9066,高雄市茄萣區濱海路四段27號(茄萣區公所)
228,C0V640,湖內 (Hunei),120.2445,22.8871,高雄市湖內區中山路一段290之1號(湖街派出所)
229,C0V650,彌陀 (Mituo),120.2463,22.7838,高雄市彌陀區中正北路7號(彌陀消防分隊)
230,C0V660,岡山 (Gangshan),120.2949,22.7970,高雄市岡山區岡山路341號(岡山地政事務所)
231,C0V680,仁武 (Renwu),120.3477,22.7010,高雄市仁武區中正路133號(仁武區公所)
232,C0V690,鼓山 (Gushan),120.2755,22.6233,高雄市鼓山區臨海一路61-1號(鼓山消防分隊)
233,C0V700,三民 (Sanmin),120.3112,22.6450,高雄市三民區十全一路88號(十全消防分隊)
234,C0V710,苓雅 (LingYa),120.3306,22.6227,高雄市苓雅區三多一路162號(苓雅消防分隊)
235,C0V720,林園 (Linyuan),120.3945,22.5077,高雄市苓雅區三多一路162號(苓雅消防分隊)
236,C0V730,大寮 (Daliao),120.3957,22.6056,高雄市大寮區鳳林三路492號(大寮區公所)
237,C0V740,旗山 (Qishan),120.4835,22.8886,高雄市大寮區鳳林三路492號(大寮區公所)
238,C0V750,路竹 (Luzhu),120.2594,22.8549,高雄市路竹區國昌路76號(路竹區公所)
239,C0V760,橋頭 (Qiaotou),120.3057,22.7578,高雄市路竹區國昌路76號(路竹區公所)
240,C0V770,大社 (Dashe),120.3466,22.7303,高雄市大社區自強街1號(大社區公所)
241,C0V790,萬山 (Wanshan),120.6880,22.9059,高雄市茂林區萬山段710地號
242,C0V800,六龜 (Liugui),120.6880,22.9978,高雄市茂林區萬山段710地號
243,C0V810,左營 (Zuoying),120.2849,22.6749,高雄市左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂)
244,C0V820,小林 (Xiaolin),120.6332,23.1484,高雄市甲仙區五里路24-2號（小林國小）
245,C0V440,鳳山 (Fengshan),120.3561,22.6466,高雄市鳳山區文山路園藝巷4號（鳳山熱帶園藝試驗分所）
246,C0V450,鳳森 (Fengsen),120.3925,22.5450,高雄市小港區水庫段96-1地號（鳳山給水廠內）
247,C0V490,新興 (Sinsing),120.2988,22.6274,高雄市新興區大同一路231號(大同國小內5樓頂)
248,C1V160,達卡努瓦 (Dakanuwa),120.7053,23.2798,高雄市那瑪夏區達卡努瓦里
249,C1V170,排雲 (Paiyun),120.9541,23.4636,高雄市桃源區排雲山莊往南峰方向步行約6小時(登山口-8.5k排雲山莊-1.5k測站)
250,C1V190,南天池 (Nantianchi),120.9117,23.2740,高雄市桃源區長春祠旁之步道步行約50分鐘
251,C1V200,梅山 (Meishan),120.8235,23.2684,高雄市桃源區梅山里(梅山口遊客中心旁道路步行約10分鐘)
252,C1V220,小關山 (Xiaoguanshan),120.8136,23.1542,高雄市桃源區老濃溪事業區99林班地
253,C1V231,高中 (Gaozhong),120.8136,23.1542,高雄市桃源區老濃溪事業區99林班地
254,C1V340,大津 (Dajin),120.6459,22.8883,高雄市六龜區大津里34號(龍興國小大津分校)
255,C1V390,尖山 (Jianshan),120.3677,22.8131,高雄市燕巢區尖山里尖山巷11之1號(燕巢國小尖山分校)
256,C1V570,吉東 (JiaDong),120.5454,22.8542,高雄市美濃區吉東里吉頂路19號(吉東國小)
257,C1V580,溪南(特生中心) (Xinan),120.7884,23.0849,高雄市桃源區石山林道7k(特有生物研究保育中心中海拔試驗站)
258,C1V590,新發 (Xinfa),120.6460,23.0570,高雄市六龜區旗山事業區61林班地
259,C1V600,藤枝 (Tengzhi),120.7570,23.0719,高雄市桃源區藤枝森林遊樂區遊客中心
260,C1V780,多納林道 (Duonalindao),120.7379,22.8880,高雄市茂林區多納林道9k(林試所六龜研究中心多納苗圃)
261,C1V830,國三S383K (Freeway No. 3 S383K),120.4264,22.7819,高雄市燕巢區國道3號南向383K
262,C1V300,御油山 (Yuyoushan),120.7153,23.0019,高雄市桃源區農業委員會林業試驗所六龜分所鳳崗山苗圃觀測坪內
263,C1V320,吉東 (Jidong) (撤銷站),120.5571,22.8411,高雄市美濃區獅山里21鄰獅山街37號(高美大橋堤防邊)
264,C1V330,旗山 (Cishan) (撤銷站),120.4942,22.8776,高雄市旗山區糖廠里忠孝街33號旗山糖廠(旗尾段2052號)
265,C1V400,竹子腳 (Jhuzihjiao) (撤銷站),120.3433,22.8129,高雄市燕巢區西燕里工程路1號(阿公店水庫內)
266,C1V410,岡山 (Gangshan) (撤銷站),120.2976,22.7551,高雄市橋頭區新莊里仕元路左邊一號白樹子農場(橋頭區白樹子段1035號)
267,C1V420,鳳雄 (Fongsyong) (撤銷站),120.3525,22.7507,高雄市大社區保社里民權路126號鳳山厝農場(大社區保舍甲段1037號)
268,C1V430,左營 (Zuoying) (撤銷站),120.2952,22.6771,高雄市左營區曾子路281號(左營國中內)
269,C1V440,鳳山 (Fongshan) (撤銷站),120.3561,22.6466,高雄市鳳山區文山路園藝巷4號(鳳山熱帶園藝試驗分所)
270,C1V450,鳳森 (Fongsen) (撤銷站),120.3844,22.5379,高雄市小港區水庫段56地號(鳳山水庫警衛室旁)
271,C1V451,鳳森 (Fongsen) (撤銷站),120.3925,22.5451,高雄市小港區水庫段96-1地號(鳳山給水廠內)
272,C1V460,楠溪 (Nanxi) (撤銷站),120.8926,23.4364,高雄市桃源區(楠溪林道17k處愛玉工寮，車程約1小時)
273,C1V530,阿蓮 (Alian) (撤銷站),120.3276,22.8831,高雄市阿蓮區民生路94號(阿蓮區公所)
274,C1V350,溪埔 (Sipu) (撤銷站),120.4467,22.7385,高雄市大樹區溪埔里之台21線285k-286k間
275,C1V360,木柵 (Mujha) (撤銷站),120.4667,22.9754,高雄市大樹區溪埔里之台21線285k-286k間
276,C1V380,路竹 (Lujhu) (撤銷站),120.2922,22.8790,高雄市路竹區環球路72號新園農場
277,C1V240,新發 (Sinfa) (撤銷站),120.6600,23.0521,高雄市六龜區荖濃里2鄰水冬瓜44號旁
278,C1V260,月眉 (Yuemei) (撤銷站),120.5397,22.9713,高雄市杉林區月眉里山仙路1號月眉農場(杉林區月眉段2181號)
279,C1V270,溪南 (Sinan) (撤銷站),120.8064,23.0759,高雄市杉林區月眉里山仙路1號月眉農場(杉林區月眉段2181號)
280,C1V290,新集 (Sinji) (撤銷站),120.7939,23.0351,高雄市桃源區荖濃溪事業區34林班地(藤枝山遊樂區往下500公尺車程約2小時)
281,C1V230,高中 (Gaozhong) (撤銷站),120.7167,23.1349,高雄市桃源區高中里
282,C1V210,復興 (Fuxing) (撤銷站),120.7167,23.1349,高雄市桃源區高中里
283,C1V180,大寮 (Daliao) (撤銷站),120.4319,22.6100,高雄市大寮區琉球里農場路12-1號(大寮農場)
284,C1P9A0,三爺 (Sanye) (撤銷站),120.2799,22.8370,高雄市路竹區82108三爺里民權路7號(三埤國民小學)
285,C0V500,旗津 (Cijin) (撤銷站),120.2859,22.5886,高雄市旗津區中洲二路207號(旗津國中校園內)
286,C0V670,楠梓 (Nanzi) (撤銷站),120.2860,22.7197,高雄市楠梓區德民路1010號(國昌國民中學)
287,C0V430,左營 (Zuoying) (撤銷站),120.2937,22.6779,高雄市左營區曾子路281號（左營國中舊校區內）
288,466940,基隆 (KEELUNG),121.7404,25.1333,基隆市仁愛區港西街6號6樓(海港大樓6樓)
289,466950,彭佳嶼 (PENGJIAYU),122.0797,25.6279,基隆市中正區彭佳嶼
290,C0B010,七堵 (Qidu),121.7171,25.0948,基隆市七堵區東新街22號(基隆商工樓頂)
291,C0B020,基隆嶼 (Keelung Islet),121.7839,25.1914,基隆市中正區基隆嶼
292,C0B040,大武崙 (DAWULUN),121.7069,25.1666,基隆市安樂區武聖街144弄50號(大武崙安檢所樓頂)
293,C0B050,八斗子 (BADOUZI),121.7916,25.1447,基隆市中正區漁港1街9號(八斗子安檢所樓頂)
294,467050,新屋 (XINWU),121.0474,25.0067,桃園市新屋區東興路二段946號
295,C0C460,復興 (Fuxing),121.3522,24.8202,桃園市復興區澤仁里中正路248號(介壽國民中學校園內)
296,C0C480,桃園 (Taoyuan),121.3231,24.9924,桃園市復興區澤仁里中正路248號(介壽國民中學校園內)
297,C0C490,八德 (Bade),121.2832,24.9287,桃園市八德區興仁里中山路94號(八德國民小學校園內)
298,C0C650,平鎮 (Pingjhen),121.2146,24.8975,桃園市平鎮區中豐路山頂段375巷45號(山豐國民小學校園內)
299,C0C660,楊梅 (Yangmei),121.1430,24.9123,桃園市楊梅區金華街100號(楊心國小)
300,C0C670,龍潭 (Longtan),121.2213,24.8700,桃園市龍潭區中興路726號（龍潭消防分隊）
301,C0C680,龜山 (Guishan),121.3865,25.0284,桃園市龜山區文化一路250號(國立體育大學田徑場)
302,C0C700,中壢 (Zhongli),121.2563,24.9776,桃園市中壢區成章四街120號(內壢高中樓頂)
303,C0C710,大溪永福 (Yongfu Daxi),121.3249,24.8929,桃園市大溪區信義路1165號（永福國小）
304,C0C720,竹圍 (JHUWEI),121.2398,25.1126,桃園市大溪區信義路1165號（永福國小）
305,C0C730,中大臨海站 (JHONGDA COASTAL),121.2398,25.1126,桃園市大園區沙崙段沙崙小號00719-000建號(竹圍第一機動巡邏隊樓頂)
306,C0C740,觀音工業區 (GUANYIN INDUSTRIAL),121.1148,25.0647,桃園市新屋區蚵殼港段深圳小段52-41號土地(中央大學臨海工作站)
307,C0C590,觀音 (Guanyin),121.1533,25.0270,桃園市觀音區廣福里10-42號(逸福農場)
308,C0C620,蘆竹 (Luzhu),121.2657,25.0842,桃園市蘆竹區坑口里14鄰旁
309,C0C630,大溪 (Dasi),121.2655,24.8828,桃園市蘆竹區坑口里14鄰旁
310,C1C510,水尾 (Shueiwei),121.0871,24.9400,桃園市大溪區員林路2段450號(員樹林國小校園內)
311,C1C620,蘆竹 (Lujhu) (撤銷站),121.0871,25.0859,桃園市楊梅區豐野里1鄰151號(富崗水尾工作站內)
312,C1C490,八德 (Bade) (撤銷站),121.2915,24.9270,桃園市蘆竹區
313,C1C500,楊梅 (Yangmei) (撤銷站),121.1482,24.9209,桃園市楊梅區高山里11鄰梅高路838號(楊梅高中旁)
314,C0C640,龜山 (Gueishan) (撤銷站),121.3757,25.0303,桃園市龜山區舊路里振興路1169號(大埔國小校園內)
315,C0C610,龍潭 (Longtan) (撤銷站),121.2164,24.8567,桃園市龍潭區神龍路346號(雙龍國民小學校園內)
316,C0C500,楊梅 (Yangmei) (撤銷站),121.1482,24.9208,桃園市龍潭區神龍路346號(雙龍國民小學校園內)
317,C0C520,中壢 (Zhongli) (撤銷站),121.1852,24.9675,桃園市楊梅區高山里11鄰梅高路838號(楊梅高中校門口對面空地)
318,C0C540,大園 (Dayuan) (撤銷站),121.2259,25.0477,桃園市大園區埔心里25鄰中正東路1段189巷35號(埔心國民小學)
319,C0C570,新屋 (Sinwu) (撤銷站),121.0475,25.0075,桃園市新屋區東興路二段946號
320,C0C450,新屋 (Sinwu) (撤銷站),121.1068,24.9712,桃園市新屋區新屋里(衛生署桃園醫院新屋分院北面停車場邊)
321,C0D660,新竹市東區 (Dongqu Hsinshu City),120.9869,24.7986,新竹市東區光復路二段321號（工研院光復院區6館）
322,C0D670,海天一線 (HAITIANYISIAN),120.9144,24.8319,新竹市北區(海天一線看海公園)
323,C0D680,香山濕地 (SIANGSHAN WETLAND),120.9149,24.7835,新竹市香山區西濱路三段500巷17號
324,C0D570,香山 (Siangshan) (撤銷站),120.9054,24.7468,新竹市香山區長興街路旁
325,467571,新竹 (HSINCHU),121.0142,24.8278,新竹縣竹北市北崙里3鄰光明五街60號
326,C0D360,梅花 (Meihua),121.2085,24.6783,新竹縣竹北市北崙里3鄰光明五街60號
327,C0D390,關西 (Guanxi),121.1739,24.7982,新竹縣尖石鄉梅花村1鄰11號(梅花國小校園內)
328,C0D430,峨眉 (Emei),121.0171,24.6905,新竹縣關西鎮北斗里北門口41號(關西國中校園內)
329,C0D480,打鐵坑 (Datiekeng),121.1507,24.8496,新竹縣峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內)
330,C0D540,橫山 (Hengshan),121.1169,24.7111,新竹縣橫山鄉橫山村橫山段426-6地號上
331,C0D550,雪霸 (Xueba),121.1160,24.5269,新竹縣橫山鄉橫山村橫山段426-6地號上
332,C0D560,竹東 (Zhudong),121.0578,24.7671,新竹縣竹東鎮二重國民小學校園內
333,C0D580,寶山 (Baoshan),121.0251,24.7350,新竹縣寶山鄉新湖路280號旁
334,C0D590,新豐 (Sinfong),120.9772,24.8706,新竹縣寶山鄉新湖路280號旁
335,C0D650,湖口 (Hukou),120.9772,24.8706,新竹縣新豐鄉松柏村康和路199號(小叮噹科學主題樂園)
336,C0D690,外湖 (WAIHU),121.0436,24.9177,新竹縣湖口鄉信勢村三鄰成功路109號(湖口消防分隊)
337,C1D380,新埔 (Sinpu),121.0383,24.8474,新竹縣新埔鎮下寮里43號義民廟右方路旁
338,C1D400,鳥嘴山 (Niaozueishan),121.0383,24.7190,新竹縣新埔鎮下寮里43號義民廟右方路旁
339,C1D410,白蘭 (Bailan),121.0799,24.5793,新竹縣尖石鄉新樂村復興礦場
340,C1D420,太閣南 (Taigenan),121.1605,24.6328,新竹縣五峰鄉桃山村
341,C1D630,飛鳳山 (Fei Feng Mountain),121.1605,24.6328,新竹縣五峰鄉羅山工作站後方山頂羅山瞭望台旁
342,C1D640,外坪(五指山) (Waiping(Wuzhihshan)),121.0909,24.6444,新竹縣芎林鄉王爺坑段83-7號地
343,C1D370,湖口 (Hukou) (撤銷站),121.0440,24.9093,新竹縣湖口鄉德盛村98-8號(湖口農田水利會內)
344,C1D430,峨眉 (Emei) (撤銷站),121.0440,24.6904,新竹縣湖口鄉德盛村98-8號(湖口農田水利會內)
345,C0D370,湖口 (Hukou) (撤銷站),121.0439,24.9091,新竹縣湖口鄉德盛村98-8號(湖口農田水利會內)
346,C0E420,竹南 (Jhunan),120.8888,24.7089,苗栗縣竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內)
347,C0E430,南庄 (Nanzhuang),120.8888,24.7089,苗栗縣竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內)
348,C0E520,大湖 (Dahu),121.0002,24.6017,苗栗縣南庄鄉東村文化路3號(南庄國小校園內)
349,C0E540,後龍 (Houlong),120.8708,24.4149,苗栗縣大湖鄉大寮村5鄰竹高屋34-1號附近
350,C0E550,明德 (Mingde),120.7839,24.6064,苗栗縣後龍鎮後龍溪橋旁高地
351,C0E590,通霄 (Tongxiao),120.8854,24.5834,苗栗縣頭屋鄉明德水庫水利工作站屋頂上
352,C0E610,馬都安 (Madu-an),120.7046,24.4718,苗栗縣通霄鎮城北里1鄰13號(通霄鎮城中國民小學內)
353,C0E730,頭份 (Toufen),120.9301,24.4512,苗栗縣泰安鄉錦水村(由泰安開車約2小時瞭望台旁)
354,C0E740,造橋 (Zaoqiao),120.9122,24.6882,苗栗縣頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內)
355,C0E750,苗栗 (Miaoli),120.8647,24.6370,苗栗縣造橋鄉造橋村14鄰3號(造橋國小)
356,C0E791,卓蘭 (Zhuolan),120.8245,24.5645,苗栗縣苗栗市中正路241號(建功國小)
357,C0E810,西湖 (Xihu),120.8244,24.3126,苗栗縣卓蘭鎮中山路125-1號(卓蘭鎮圖書館樓頂)
358,C0E820,獅潭 (Shitan),120.7485,24.5629,苗栗縣西湖鄉二湖村2鄰22號(僑文國小)
359,C0E830,苑裡 (YUANLI),120.9200,24.5391,苗栗縣獅潭鄉新店村11鄰103-2號(獅潭鄉公所圖書館樓頂)
360,C0E850,大河 (Dahe),120.6530,24.4397,苗栗縣苑裡鎮信義路1號(苑裡鎮公所)
361,C0E870,高鐵苗栗 (THSR Miaoli),120.9485,24.6180,苗栗縣三灣鄉大河村48號(大河派出所)
362,C0E880,三義 (Sanyi),120.8260,24.6072,苗栗縣後龍鎮高鐵三路268號(高鐵苗栗站外)
363,C0E910,海埔 (HAIPU),120.7498,24.4054,苗栗縣三義鄉130縣道13.5K附近（慈濟山茶園內）
364,C0E920,通霄漁港 (TONGSIAO FISHING),120.7724,24.6487,苗栗縣後龍鎮海埔125之15號(外埔安檢所樓頂)
365,C0E930,龍鳳 (LONGFONG),120.6738,24.4985,苗栗縣通霄鎮漁港路69號(通霄安檢所樓頂)
366,C0E780,銅鑼 (Tongluo),120.8591,24.7000,苗栗縣竹南鎮龍鳳里龍江街359巷5號(龍鳳安檢所樓頂)
367,C1E461,松安 (Song-an),120.7908,24.4896,苗栗縣銅鑼鄉福興村文化街1號(銅鑼國小)
368,C1E480,鳳美 (Fongmei),120.9860,24.3979,苗栗縣泰安鄉雪霸國家公園二本松解說站旁
369,C1E511,新開 (Xinkai),121.0347,24.3477,苗栗縣南庄鄉東河村24鄰石門1號(南庄往鹿場途中)
370,C1E451,象鼻 (Xiangbi),120.8270,24.3477,苗栗縣大湖鄉新開村新開4鄰20號旁
371,C1E601,南勢 (Nanshi),120.9402,24.3686,苗栗縣泰安鄉象鼻村
372,C1E670,南礦 (Nankuang),120.7348,24.5724,苗栗縣後龍鎮南港里南勢山
373,C1E681,南勢山 (Nanshishan),121.0028,24.5382,苗栗縣南庄鄉蓬萊林道末端(南庄事業區18林班地)
374,C1E691,南湖 (Nanhu),120.9238,24.4216,苗栗縣泰安鄉大興村(從泰安國小進入站址車程約10分鐘)
375,C1E701,八卦 (Bagua),120.8375,24.4013,苗栗縣大湖鄉(位於南湖台3線135k處之吊樑道山上)
376,C1E711,馬拉邦山 (Malabangshan),120.9276,24.4917,苗栗縣泰安鄉(與八卦派出所相距約1.2k處)
377,C1E721,泰安 (Tai-an),120.9016,24.3673,苗栗縣大湖鄉東興村(馬拉邦山登山口)
378,C1E770,公館 (Gongguan),120.9680,24.4890,苗栗縣泰安鄉橫龍古道上(走路約5分鐘)之大湖事業區18林班地
379,C1E890,國三N149K (Freeway No. 1 N149K),120.8308,24.5269,苗栗縣公館鄉鶴岡村178號(鶴岡國中)
380,C1E900,國一N128K (Freeway No. 1 - RAIN – N128K),120.6800,24.4634,苗栗縣國道3號北向149K
381,C1E720,泰安 (Tai-an) (撤銷站),120.8441,24.5609,苗栗縣國道1號北向128K
382,C1E710,馬拉邦山 (Malabangshan) (撤銷站),120.9676,24.4887,苗栗縣泰安鄉騰龍古道上(走路約5分鐘)之大湖事業區18林班地
383,C1E700,八卦 (Bagua) (撤銷站),120.9015,24.3674,苗栗縣大湖鄉東興村(馬拉邦山登山口)
384,C1E690,南湖 (Nanhu) (撤銷站),120.9276,24.4918,苗栗縣泰安鄉(與八卦派出所相距約1.2k處)
385,C1E680,南勢山 (Nanshishan) (撤銷站),120.8376,24.4010,苗栗縣大湖鄉(位於南湖台3線135k處之吊樑道山上)
386,C1E460,松安 (Song-an) (撤銷站),120.9237,24.4218,苗栗縣泰安鄉大興村(從泰安國小進入站址車程約10分鐘)
387,C1E520,大湖 (Dahu) (撤銷站),120.9859,24.3976,苗栗縣泰安鄉梅園村二本松梅園派出所
388,C1E540,後龍 (Houlong) (撤銷站),120.8745,24.4171,苗栗縣大湖鄉大寮村5鄰竹高屋34-1號附近
389,C1E550,明德 (Mingde) (撤銷站),120.7837,24.6062,苗栗縣後龍鎮後龍溪橋旁
390,C1E560,和興 (Hesing) (撤銷站),120.8867,24.5846,苗栗縣頭屋鄉明德水庫水利工作站屋頂上
391,C1E570,公館 (Gongguan) (撤銷站),120.9151,24.5140,苗栗縣獅潭鄉和興村
392,C1E590,土城 (Tucheng) (撤銷站),120.8290,24.4957,苗栗縣公館鄉館南村261號(苗栗農改場)
393,C1E600,南勢 (Nanshi) (撤銷站),120.7042,24.4715,苗栗縣通霄鎮城北里1鄰13號(通霄鎮城中國民小學內)
394,C1E500,卓蘭 (Jhuolan) (撤銷站),120.7345,24.5726,苗栗縣後龍鎮南港里南勢山
395,C1E510,新開 (Xinkai) (撤銷站),120.8112,24.3071,苗栗縣卓蘭鎮蘭勢大橋下方堤防旁
396,C1E450,象鼻 (Xiangbi) (撤銷站),120.8270,24.3476,苗栗縣大湖鄉新開村新開4鄰20號旁
397,C0E790,卓蘭 (Zhuolan) (撤銷站),120.9403,24.3685,苗栗縣泰安鄉象鼻村
398,C0E760,苑裡 (Yuanli) (撤銷站),120.8247,24.3127,苗栗縣卓蘭鎮中山路127號(卓蘭鎮公所)
399,C0E580,苑里 (Yuanli) (撤銷站),120.6582,24.4485,苗栗縣苑裡鎮育才街100號(國立苑裡高中)
400,C0E530,三義 (Sanyi) (撤銷站),120.6801,24.4335,苗栗縣苑裡鎮
401,C0E440,大河 (Dahaes) (撤銷站),120.7659,24.4109,苗栗縣三義鄉廣盛村10鄰122號(三義高中內)
402,467550,玉山 (YUSHAN),120.9595,23.4876,南投縣信義鄉玉山北峰1號
403,467650,日月潭 (SUN MOON LAKE),120.9080,23.8813,南投縣魚池鄉水社村中山路270巷14號
404,C0H890,埔里 (Puli),120.9080,23.9721,南投縣魚池鄉水社村中山路270巷14號
405,C0H950,中寮 (Zhongliao),120.7664,23.8844,南投縣埔里鎮大城里大城路169號(南投縣立大成國民中學內)
406,C0H960,草屯 (Caotun),120.7664,23.8844,南投縣中寮鄉復興村初中巷50號(中寮國中校園內)
407,C0H990,昆陽 (Kunyang),120.6808,24.1213,南投縣草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂)
408,C0H9A0,神木村 (Shenmu Village),120.8436,23.5327,南投縣仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺
409,C0H9C0,合歡山 (Hehuan Mountain),121.2725,24.1434,南投縣信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地)
410,C0I010,廬山 (Lushan),121.1818,24.0333,南投縣仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班)
411,C0I080,信義 (Xinyi),121.1818,23.6896,南投縣仁愛鄉大同村仁和路21號(埔里-霧社收費站-盧山電力公司瞭望台)
412,C0I090,鳳凰 (Fonghuang),120.7873,23.7280,南投縣信義鄉自強村綠美巷(內茅埔營林區23林班地)
413,C0I110,竹山 (Zhushan),120.6881,23.7612,南投縣鹿谷鄉鳳凰鳥園旁
414,C0I360,水里 (Shuili),120.6881,23.8125,南投縣竹山鎮延和里向學街32號(竹山國民小學內)
415,C0I370,魚池 (Yuchi),120.8497,23.8125,南投縣水里鄉中山路一段515號(玉山國家公園管理處)
416,C0I380,集集 (Jiji),120.9413,23.8957,南投縣魚池鄉東池村魚池街194號(魚池鄉衛生所)
417,C0I390,仁愛 (Ren'ai),120.8014,24.0221,南投縣集集鎮民生東路1號(農委會特有生物研究保育中心)
418,C0I410,名間 (Mingjian),120.7014,23.8370,南投縣仁愛鄉仁和路50號(台電公司仁愛服務所)
419,C0I420,國姓 (Guoxing),120.7014,23.8370,南投縣名間鄉董門巷2號(名間鄉立體停車場)
420,C0I460,南投 (Nantou),120.8550,23.9114,南投縣國姓鄉民族街40號(國姓鄉老人文康活動中心)
421,C0I480,梅峰 (Meifeng),121.1735,24.0852,南投縣南投市龍泉里玉井街5號(南投市公所樓頂)
422,C0I490,萬大林道 (Wandalindao),121.1735,23.9282,南投縣仁愛鄉大同村仁和路215號(梅峰農場)
423,C0I520,玉山風口 (Yushanfengkou),121.0914,23.9282,南投縣仁愛鄉曲冰段(萬大林道約7.2k附近高地)
424,C0I530,小奇萊 (Xiaoqilai),120.9559,23.4704,南投縣信義鄉(玉山主峰往北峰叉路空地附近)
425,C0I540,奇萊稜線 (Qilailengxian),121.3264,24.1092,南投縣仁愛鄉小奇萊步道指標1.5K處附近
426,C1H000,翠峰 (Cuifeng),121.3264,24.1092,南投縣仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近)
427,C1H840,國三N238K (Freeway No. 3 - RAIN –N238K),121.2052,24.1093,南投縣仁愛鄉翠峰段30地號東側旁(臺14甲線19-19.5k處的長途通信機房旁)
428,C1H860,瑞岩 (Ruiyan),121.1834,24.1237,南投縣國道3號北向238.2K
429,C1H900,清流 (Qingliu),121.1834,24.1237,南投縣仁愛鄉
430,C1H920,長豐 (Changfeng),120.9629,24.1020,南投縣仁愛鄉互助村
431,C1H941,雙冬 (Shuangdong),120.8798,24.1020,南投縣國姓鄉長豐村東二巷71號(仙徠山莊內)
432,C1H9B1,阿眉 (Amei),120.9946,24.1263,南投縣仁愛鄉(水利局雨量站旁)
433,C1I020,萬大 (Wanda),121.1322,23.9798,南投縣仁愛鄉親愛村萬大水庫宿舍旁
434,C1I030,武界 (Wujie),121.0524,23.9132,南投縣仁愛鄉親愛村萬大水庫宿舍旁
435,C1H971,六分寮 (Liufenliao),120.6378,23.9250,南投縣南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊)
436,C1I050,丹大 (Danda),120.6378,23.9250,南投縣南投市鳳鳴里八卦路831號(南投縣政府消防局第一大隊鳳鳴分隊)
437,C1I070,和社 (Heshe),121.1411,23.5911,南投縣信義鄉丹大事業區第十七林班地(瞭望台旁)
