,ID,name,long,lat,location
438,C1I101,溪頭 (Xitou),120.8076,23.6617,南投縣信義鄉中橫同富村同和巷47號和社分社觀測坪內
439,C1I131,桶頭 (Tongtou),120.6541,23.6419,南投縣鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望台旁)
440,C1I140,卡奈托灣 (Kanaituowan),121.0878,23.7543,南投縣信義鄉丹大事業區第16林班地
441,C1I150,青雲 (Qingyun),120.9493,23.7933,南投縣信義鄉丹大事業區第16林班地
442,C1I121,大鞍 (Da-an),120.9493,23.7933,南投縣信義鄉地利村5鄰開信巷98-3號旁
443,C1I201,中心崙 (Zhongxinlun),120.7120,23.7287,南投縣竹山鎮樟空倫山之三角點附近
444,C1I211,蘆竹湳 (Luzhunan),120.8119,23.9340,南投縣竹山鎮之中心崙林道4.1km處
445,C1I220,樟湖 (Zhanghu),120.8119,23.9340,南投縣中寮鄉清水村龍林巷4鄰58之6號旁
446,C1I230,九份二山 (Jiufen'ershan),120.8450,23.9619,南投縣國姓鄉147縣道9km處與站址直線距離約1.6km
447,C1I240,外大坪 (Waidaping),120.8450,23.9586,南投縣國姓鄉南港村九份二山上(921地震紀念公園內)
448,C1I250,鯉潭 (Litan),120.9179,23.9586,南投縣埔里鎮種瓜路(投68)路口至站址車程約20分鐘
449,C1I260,北坑 (Beikeng),120.9911,23.9246,南投縣埔里鎮埔里高工旁中心路2km處
450,C1I310,西巒 (Xiluan),120.8839,23.7544,南投縣埔里鎮麒麟里4鄰武界路31號旁
451,C1I320,奧萬大 (Aowanda),121.1785,23.9529,南投縣仁愛鄉奧萬大森林遊樂區內(員工宿舍)
452,C1I330,楓樹林 (Fengshulin),121.0761,23.9868,南投縣仁愛鄉埔里事業區107林班地(臺14線近埔里市區)
453,C1I340,新興橋 (Xinxingqiao),121.0761,23.5633,南投縣仁愛鄉埔里事業區107林班地(臺14線近埔里市區)
454,C1I400,凌霄 (Lingxiao),121.0044,24.0187,南投縣信義鄉臺21線新興橋附近
455,C1I430,翠華 (Cuihua),121.0044,24.1919,南投縣仁愛鄉守城段4地號
456,C1I440,新高口 (Xingaokou),120.8789,23.4787,南投縣信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內)
457,C1I450,望鄉山 (Wangxiangshan),120.8789,23.5941,南投縣信義鄉新高口(臺18線約107.5k處路旁，對高岳營林區第31林班446號林地內)
458,C1I470,杉林溪 (Shanlinxi),120.9442,23.5941,南投縣信義鄉巒大事業區第131林班內(郡大林道約32K附近，望鄉山三角點旁)
459,C1I500,大尖山 (Dajianshan),120.9948,23.8585,南投縣竹山鎮大鞍里(杉林溪森林生態渡假園區收費亭附近，向欣谷碑旁)
460,C1I510,線浸林道 (Xianjinlindao),120.8329,23.7615,南投縣仁愛鄉大尖山
461,C1I550,國六W023K (Freeway No. 6 W023K),120.8329,23.9790,南投縣鹿谷鄉線浸林道11k附近
462,C1I280,埔中 (Puzhong),120.6425,23.8207,南投縣國道6號西向23.7K
463,C1I290,豐丘 (Fengqiu),120.6425,23.8207,南投縣名間鄉埔中村11之3號後面
464,C1I300,上安橋 (Shang-anciao) (撤銷站),120.8738,23.7282,南投縣信義鄉豐丘村豐丘產業道路末端
465,C1I350,東埔 (Dongpu) (撤銷站),120.8738,23.7282,南投縣水里鄉(臺21線上安村段之三廓產業道路2k處梅園裡)
466,C1I270,水里 (Shueili) (撤銷站),120.9251,23.5563,南投縣信義鄉東埔村村辦公室籃球場旁
467,C1I210,蘆竹湳 (Luzhunan) (撤銷站),120.8540,23.8319,南投縣水里鄉聖母修道院內
468,C1I130,桶頭 (Tongtou) (撤銷站),120.6536,23.6424,南投縣中寮鄉清水村龍林巷4鄰58之6號旁
469,C1I160,龍神橋 (Longshenciao) (撤銷站),120.6536,23.6424,南投縣竹山鎮鯉南路338號旁
470,C1I170,集集 (Jiji) (撤銷站),120.8715,23.8263,南投縣水里鄉崁頂村(臺21線龍神橋附近)
471,C1I190,水長流 (Shueichangliou) (撤銷站),120.7750,23.8263,南投縣集集鎮集集加油站旁
472,C1I200,中心崙 (Zhongxinlun) (撤銷站),120.8604,24.0618,南投縣國姓鄉大旗農路末端
473,C1I120,大鞍 (Da-an) (撤銷站),120.7123,23.7285,南投縣竹山鎮之中心崙林道4.1km處
474,C1I080,信義 (Xinyi) (撤銷站),120.7598,23.6896,南投縣竹山鎮樟空倫山之三角點附近
475,C1I100,溪頭 (Xitou) (撤銷站),120.8072,23.6612,南投縣信義鄉自強村綠美巷(內茅埔林區23林班地)
476,C1I060,望鄉 (Wangsiang) (撤銷站),120.8072,23.6190,南投縣鹿谷鄉內湖村森林巷溪頭林營區(鳳凰山瞭望臺旁)
477,C1H9B0,阿眉 (Amei) (撤銷站),120.9281,23.6190,南投縣信義鄉望美村望鄉工作站內(巒大事業區119林班)
478,C1I040,文文社 (Wunwunshe) (撤銷站),120.9942,24.1260,南投縣仁愛鄉(水利局雨量站旁)
479,C1H950,中寮 (Chungliao) (撤銷站),120.9934,23.8493,南投縣仁愛鄉法治村良久林場內
480,C1H960,草屯 (Caotun) (撤銷站),120.7664,23.9971,南投縣中寮鄉復興村初中巷50號(中寮國中校園內)
481,C1H970,六分寮 (Lioufenliao) (撤銷站),120.6628,23.9254,南投縣草屯鎮中山里草溪路791號(省都電臺內)
482,C1H930,北山 (Beishan) (撤銷站),120.6381,23.9254,南投縣南投市鳳鳴里八卦路894號(西嶺國小內)
483,C1H940,雙冬 (Shuangdong) (撤銷站),120.8747,23.9853,南投縣國姓鄉北山村頭溪巷7-1號旁
484,C1H910,魚池 (Yuchih) (撤銷站),120.8023,23.9008,南投縣草屯鎮雙冬里
485,C1H870,仁愛 (Ren-ai) (撤銷站),120.9290,23.9008,南投縣魚池鄉興池段1368地號(魚池苗圃內)
486,C1H880,凌霄 (Lingsiao) (撤銷站),121.1307,24.0186,南投縣仁愛鄉(臺電公司電源保護中心內)
487,C1H890,大肚城 (Daducheng) (撤銷站),121.0148,24.0167,南投縣埔里鎮中山路三段582號(凌霄殿內)
488,C1H850,翠巒 (Cueiluan) (撤銷站),120.9522,23.9709,南投縣埔里鎮大城里大城路169號(南投縣立大成國民中學內)
489,467270,田中 (TianZhong),120.5812,23.8738,彰化縣田中鎮中潭里4鄰高鐵三路1段167號
490,C0G860,社頭 (Shetou),120.5812,23.8976,彰化縣田中鎮中潭里4鄰高鐵三路1段167號
491,C0G870,芳苑 (Fangyuan),120.5862,23.8976,彰化縣社頭鄉社斗路一段258號(社頭國小)
492,C0G880,二水 (Ershui),120.3200,23.8107,彰化縣芳苑鄉仁愛村斗苑路芳苑段211號(芳苑國中)
493,C0G890,伸港 (Shenggang),120.4844,24.1489,彰化縣二水鄉文化村119號(二水國小)
494,C0G900,線西 (xianxi),120.4844,24.1489,彰化縣伸港鄉新港村和平路60號(新港國小)
495,C0G910,花壇 (Huatan),120.4435,24.1433,彰化縣線西鄉慶福路300號（彰濱工業區線西服務大樓內)
496,C0G920,永靖 (Yongjing),120.5494,23.9247,彰化縣花壇鄉彰員路2段580號（花壇國中內）
497,C0G940,竹塘 (Zhutang),120.5475,23.9247,彰化縣永靖鄉瑚璉路230號（永靖鄉公所樓頂）
498,C0G620,芬園 (Fenyuan),120.3867,24.0156,彰化縣竹塘鄉東陽路二段123號（長安國小校園內）
499,C0G640,鹿港 (Lukang),120.6213,24.0156,彰化縣芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上)
500,C0G650,員林 (Yuanlin),120.4304,23.9465,彰化縣鹿港鎮海埔里顏厝巷67號(行政院退輔會魚殖管理處彰化分場內)
501,C0G660,溪湖 (Xihu),120.5855,23.9465,彰化縣員林市萬年里明倫路2號(明倫國中內)
502,C0G720,溪州 (Xizhou),120.4791,23.8515,彰化縣溪湖鎮大竹里彰水路2段725號(湖南國民小學內)
503,C0G730,二林 (Erlin),120.4990,23.9033,彰化縣溪州鄉溪下路四段560號(溪州鄉公所)
504,C0G740,大城 (Dacheng),120.3760,23.8524,彰化縣二林鎮仁愛路200號(二林消防分隊)
505,C0G800,埔鹽 (Puyan),120.3209,23.8524,彰化縣大城鄉東城村中平路185號(大城鄉公所)
506,C0G810,埔心 (Puxin),120.4316,23.9476,彰化縣埔鹽鄉永樂村永樂路600號(永樂國小)
507,C0G820,田尾 (Tianwei),120.5254,23.9476,彰化縣埔心鄉舊館村員鹿路四段201號(舊館國小)
508,C0G830,埤頭 (Pitou),120.5093,23.8660,彰化縣田尾鄉中正路二段101號(仁豐國小)
509,C0G840,北斗 (Beidou),120.4528,23.8660,彰化縣埤頭鄉大湖村大湖路260號(大湖國小)
510,C0G770,福興 (Fuxing),120.5142,23.8775,彰化縣北斗鎮斗苑路二段150號(螺陽國小)
511,C0G780,秀水 (Xiushui),120.4376,24.0412,彰化縣福興鄉員鹿路二段270號(福興國中)
512,C1G691,下水埔 (Xiashuipu),120.5038,24.0340,彰化縣秀水鄉安東村中山路257號(秀水國小)
513,C1G9D0,國一S218K (Freeway No. 1 - RAIN – S218K),120.5676,23.8161,彰化縣溪州鄉大莊國小(大庄村中橫巷1號)
514,C1G700,中西 (Jhongsi) (撤銷站),120.4932,23.8906,彰化縣國道1號南向218.3K
515,C1G620,芬園 (Fenyuan) (撤銷站),120.3521,23.8820,彰化縣二林鎮中西里工城路5號二林農場中西耕區(二林鎮中西段333號)
516,C1G630,彰化 (Changhua) (撤銷站),120.6212,24.0788,彰化縣芬園鄉楓坑村大埔崙產業道路上(芬園往臺灣民俗村路上)
517,C1G631,彰化 (Changhua) (撤銷站),120.5550,24.0791,彰化縣彰化市卦山里卦山路13號(彰化國民中學內)
518,C1G660,溪湖 (Sihu) (撤銷站),120.5546,24.0791,彰化縣彰化市卦山里卦山路13號(彰化藝術高級中學內)
519,C1G670,溪州 (Sijhou) (撤銷站),120.4789,23.9482,彰化縣溪湖鎮大竹里彰水路二段725號(湖南國民小學內)
520,C1G680,草湖 (Caohu) (撤銷站),120.4959,23.8482,彰化縣溪洲鄉溪州村中央路250號(溪州農場)
521,C1G690,下水埔 (Xiashuipu) (撤銷站),120.3784,23.9596,彰化縣芳苑鄉草湖村功湖路草湖段140號(草湖國民中學內)
522,C0G790,花壇 (Huatan) (撤銷站),120.5750,24.0160,彰化縣彰化縣溪州鄉榮光村國光路1號(退輔會工程事業材料處彰化工廠)
523,C0G850,田中 (Tianzhong) (撤銷站),120.5882,23.8567,彰化縣花壇鄉中庄村中橋街226號(華南國小)
524,C0G750,竹塘 (Zhutang) (撤銷站),120.5882,23.8466,彰化縣田中鎮中州路一段177號(田中國小)
525,C0G760,高鐵彰化 (THSR Changhua) (撤銷站),120.3824,23.8466,彰化縣竹塘鄉永安村東陽路二段221號(永安派出所)
526,C0G710,台西 (Taisi) (撤銷站),120.5746,23.8484,彰化縣田中鎮站區路二段99號(高鐵彰化站外)
527,C0K240,草嶺 (Caoling),120.6934,23.5955,雲林縣古坑鄉草嶺村龍頭
528,C0K250,崙背 (Lunbei),120.6934,23.7555,雲林縣古坑鄉草嶺村龍頭
529,C0K280,四湖 (Sihu),120.3189,23.7555,雲林縣崙背鄉阿勸村阿勸農場(阿勸段487號)
530,C0K291,宜梧 (Yiwu),120.2271,23.5362,雲林縣四湖鄉湖西村中正路766號(四湖國民中學內)
531,C0K530,臺西 (Taixi),120.1693,23.5362,雲林縣口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂)
532,C0K550,蔦松 (Niaosong),120.1975,23.7015,雲林縣台西鄉中山路110巷38號(臺西消防分隊)
533,C0K560,棋山 (Qishan),120.2297,23.5143,雲林縣水林鄉松中村蔦松路213號(蔦松國小)
534,C0K580,高鐵雲林 (THSR Yunlin),120.6034,23.6864,雲林縣古坑鄉棋盤村棋山49號(棋山國小)
535,C0K590,"雲林東勢 (Dongshi, Yunlin County)",120.4179,23.7374,雲林縣虎尾鎮站前東路301號(高鐵雲林站外)
536,C0K330,虎尾 (Huwei),120.2557,23.6741,雲林縣東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂)
537,C0K390,土庫 (Tuku),120.4420,23.7191,雲林縣虎尾鎮林森路一段64號(中正國民小學內)
538,C0K400,斗六 (Douliu),120.3955,23.7205,雲林縣土庫鎮建國路41號(土庫消防分隊)
539,C0K410,北港 (Beigang),120.5411,23.7205,雲林縣斗六市鎮北路345-1號(斗六消防分隊)
540,C0K420,西螺 (Xiluo),120.2928,23.8004,雲林縣北港鎮大同路565號(北港消防分隊)
541,C0K430,褒忠 (Baozhong),120.3036,23.6909,雲林縣西螺鎮公正路211號(西螺消防分隊)
542,C0K440,二崙 (Erlun),120.3036,23.6909,雲林縣褒忠鄉中正路451號(褒忠鄉公所)
543,C0K450,大埤 (Dapi),120.4089,23.7727,雲林縣二崙鄉中正路80號(二崙消防分隊)
544,C0K460,斗南 (Dounan),120.4315,23.6460,雲林縣大埤鄉中山路8號(大埤鄉公所)
545,C0K470,林內 (Linnei),120.4783,23.7486,雲林縣斗南鎮延平路二段266號(斗南鎮停一立體停車場)
546,C0K480,莿桐 (Citong),120.6096,23.7486,雲林縣林內鄉中正路685號(林內消防分隊)
547,C0K500,元長 (Yuanchang),120.5023,23.7611,雲林縣莿桐鄉和平路53號(莿桐鄉公所)
548,C0K510,水林 (Shuilin),120.3150,23.5729,雲林縣元長鄉長南村仁愛街2號(元長鄉公所)
549,C1K540,口湖 (Kouhu),120.2459,23.5729,雲林縣水林鄉水北村水林路12號(水林鄉公所)
550,C1K230,西螺 (Siluo) (撤銷站),120.1805,23.8044,雲林縣口湖鄉口湖村中正路一段280號(口湖消防分隊)
551,C1K250,崙背 (Lunbei) (撤銷站),120.4525,23.7555,雲林縣西螺鎮西螺鎮東南路326號(東南中學內)
552,C1K260,後安寮 (Hou-anliao) (撤銷站),120.3189,23.7892,雲林縣崙背鄉阿勸村阿勸農場(阿勸段487號)
553,C1K270,褒忠 (Baojhong) (撤銷站),120.2332,23.7049,雲林縣麥寮鄉後安村227號(雲林縣麥寮鄉豐安國民小學內)
554,C1K310,斗六 (Douliou) (撤銷站),120.3081,23.7049,雲林縣褒忠鄉埔姜村太湖路11號(埔姜工作站內)
555,C1K320,阿丹 (Adan) (撤銷站),120.5163,23.7055,雲林縣斗六市保長路155號(雲林縣斗六市保長國民小學內)
556,C1K340,土庫 (Tuku) (撤銷站),120.5118,23.6880,雲林縣斗南鎮將軍里溫厝1號(雲林縣斗南鎮重光國民小學內)
557,C1K350,北港 (Beigang) (撤銷站),120.2952,23.5689,雲林縣北港鎮光復路2號(北港糖廠內)
558,C1K380,山豬湖 (Shanjhuhu) (撤銷站),120.2952,23.5689,雲林縣北港鎮光復路2號(北港糖廠內)
559,C0K520,雲林東勢 (Dongshi Yunlin County) (撤銷站),120.1547,23.6744,雲林縣古坑鄉華山村松林路41號旁約100公尺
560,C0K490,古坑 (Gukeng) (撤銷站),120.1547,23.6543,雲林縣東勢鄉東南村所前街3號(東勢鄉公所)
561,C0K300,大埔 (Dapu) (撤銷站),120.5597,23.6543,雲林縣古坑鄉中山路393號(古坑消防分隊)
562,C0K290,宜梧 (Yiwu) (撤銷站),120.6052,23.6413,雲林縣古坑鄉朝陽村北極殿旁
563,467480,嘉義 (CHIAYI),120.4329,23.4959,嘉義市西區北新里海口寮路56號
564,C0M730,嘉義市東區 (Dongqu Chiayi City),120.4329,23.4959,嘉義市西區北新里海口寮路56號
565,467530,阿里山 (ALISHAN),120.8132,23.5082,嘉義縣阿里山鄉中正村4鄰東阿里山73-1號
566,C0M410,馬頭山 (Matoushan),120.8132,23.5082,嘉義縣阿里山鄉中正村4鄰東阿里山73-1號
567,C0M520,東後寮 (Donghouliao),120.5820,23.3243,嘉義縣大埔鄉永樂村1鄰內灣仔2號
568,C0M530,奮起湖 (Fenqihu),120.2480,23.3699,嘉義縣義竹鄉東光村7號(台糖東後寮農場)
569,C0M640,中埔 (Zhongpu),120.6992,23.4939,嘉義縣竹崎鄉阿里山事業區148林班地(中興苗圃內)
570,C0M650,朴子 (Puzi),120.5229,23.4253,嘉義縣中埔鄉中埔村128號(中埔鄉公所)
571,C0M660,溪口 (Xikou),120.2390,23.4346,嘉義縣朴子市竹村里36號(竹村國小)
572,C0M670,大林 (Dalin),120.4035,23.6041,嘉義縣溪口鄉中正東路103號(溪口國中學生活動中心)
573,C0M680,太保 (Taibao),120.4584,23.6006,嘉義縣大林鎮新興街110號(大林地政事務所)
574,C0M690,水上 (Shuishang),120.3314,23.4550,嘉義縣太保市太保里31號(太保市圖書館)
575,C0M700,竹崎 (Zhuqi),120.3889,23.4197,嘉義縣水上鄉三鎮村三鎮路119號(水上消防分隊)
576,C0M710,東石 (Dongshi),120.5555,23.5261,嘉義縣竹崎鄉竹崎村舊車站79號(竹崎消防分隊)
577,C0M720,番路 (Fanlu),120.1538,23.4589,嘉義縣東石鄉東石村3號(東石鄉公所)
578,C0M740,六腳 (Liujiao),120.5541,23.4646,嘉義縣番路鄉下坑村蔡公店101號(番路鄉公所)
579,C0M750,布袋 (Budai),120.2906,23.3808,嘉義縣六腳鄉蒜頭村73-2號(六腳消防分隊)
580,C0M760,民雄 (Minxiong),120.1677,23.3808,嘉義縣布袋鎮龍江里2-2號(布袋消防分隊)
581,C0M770,嘉義梅山 (Meishan Chiayi County),120.4284,23.5517,嘉義縣民雄鄉文化路7號(民雄鄉公所)
582,C0M780,鹿草 (Lucao),120.5555,23.4113,嘉義縣梅山鄉中山路282號(梅山鄉公所)
583,C0M790,新港 (Xingang),120.3083,23.4113,嘉義縣鹿草鄉西井村287號(鹿草鄉公所)
584,C0M800,茶山 (Chashan),120.3457,23.5532,嘉義縣新港鄉公園路28號(新港消防分隊)
585,C0M810,里佳 (Lijia),120.6647,23.3891,嘉義縣阿里山鄉茶山路62號之1(茶山村衛生室)
586,C0M820,達邦 (Dabang),120.7166,23.4539,嘉義縣阿里山鄉里佳村
587,C0M850,表湖 (Biaohu),120.6416,23.2418,嘉義縣阿里山鄉達邦村21號(鄒族自然與文化中心)
588,C0M860,新美 (Shinmei),120.6416,23.3380,嘉義縣大埔鄉溪頭段1地號
589,C1M480,獨立山 (Dulishan),120.6831,23.5370,嘉義縣阿里山鄉新美村78號
590,C1M390,龍美 (Longmei),120.6544,23.4067,嘉義縣竹崎鄉(獨立山三角點旁)
591,C1M400,菜瓜坪 (Caiguaping),120.5761,23.2519,嘉義縣大埔鄉西興村
592,C1M600,頭凍 (Toudong),120.5761,23.2519,嘉義縣大埔鄉西興村
593,C1M610,石磐龍 (Shipanlong),120.6635,23.4966,嘉義縣番路鄉阿里山公路23k處轉入興社產業道路盡頭
594,C1M620,瑞里 (Ruili),120.6635,23.4966,嘉義縣竹崎鄉光華村
595,C1M640,十字 (Shizi),120.7536,23.4921,嘉義縣梅山鄉瑞里派出所旁小路至站址(公墓旁)車程約10分鐘
596,C1M870,國三N285K (Freeway No. 3 N285K),120.5058,23.5503,嘉義縣阿里山鄉十字村16號（十字國小樓頂）
597,C1M630,豐山 (Fongshan) (撤銷站),120.5058,23.5950,嘉義縣國道3號北向285K
598,C1M440,新高口 (Xingaokou) (撤銷站),120.7488,23.5950,嘉義縣阿里山鄉豐山村石鼓磐98號旁約200公尺處
599,C1M450,中坑 (Jhongkeng) (撤銷站),120.5255,23.5611,嘉義縣阿里山鄉新高口臺(阿里山遊樂區往18號公路)(阿里山事業區221林班地)
600,C1M460,溪口 (Shiko) (撤銷站),120.5255,23.6040,嘉義縣大林鎮大糖里399號大埔美農場(中坑段中坑128號)
601,C1M470,鰲鼓 (Aogu) (撤銷站),120.1488,23.5052,嘉義縣東石鄉鰲鼓村四股67號(臺灣糖業公司鰲鼓農場)
602,C1M490,內埔 (Neipu) (撤銷站),120.1488,23.5052,嘉義縣東石鄉鰲鼓村四股67號(臺灣糖業公司鰲鼓農場)
603,C1M500,魚寮 (Yuliao) (撤銷站),120.5642,23.4854,嘉義縣竹崎鄉內埔村元興路2號(嘉義縣竹崎鄉內埔國民小學內)
604,C1M510,朴子 (Puzih) (撤銷站),120.3622,23.4782,嘉義縣太保市港尾村農場1號白鴿厝農場(白鴿厝段白鴿厝小段139內號)
605,C1M520,東後寮 (Donghouliao) (撤銷站),120.2577,23.3697,嘉義縣朴子市德奐里120號(農業改良場朴子分場)
606,C1M540,小公田 (Siaogongtian) (撤銷站),120.2484,23.3697,嘉義縣義竹鄉東光村東後寮農場(新庄段新庄小段33號)
607,C1M551,中埔 (Jhongpu) (撤銷站),120.5237,23.4211,嘉義縣番路鄉分水嶺休息站後方山丘上
608,C1M560,南靖 (Nanjing) (撤銷站),120.3841,23.4124,嘉義縣中埔鄉中埔村中正路1號(中埔國民小學校園內)
609,C1M570,大湖 (Dahu) (撤銷站),120.3841,23.4749,嘉義縣水上鄉靖和村1號南靖糖廠(南靖段867內號)
610,C0M830,山美 (Shanmei) (撤銷站),120.6202,23.4749,嘉義縣番路鄉大湖村五鄰下坪8號(嘉義縣番路鄉大湖國民小學內)
611,467590,恆春 (HENGCHUN),120.7463,22.0038,屏東縣恆春鎮天文路50號
612,C0R100,尾寮山 (Weiliaoshan),120.7463,22.0038,屏東縣恆春鎮天文路50號
613,C0R130,阿禮 (Ali),120.6838,22.7429,屏東縣三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁)
614,C0R140,瑪家 (Majia),120.7436,22.7429,屏東縣霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面
615,C0R150,三地門 (Sandimen),120.6866,22.6829,屏東縣瑪家鄉瑪家村4鄰24號(後山)
616,C0R160,鹽埔 (yanpuxinwei),120.6399,22.7098,屏東縣內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
617,C0R170,屏東 (Pingdong),120.6399,22.7395,屏東縣內埔鄉水門村成功路83號(國立內埔高級農工職業學校內)
618,C0R190,赤山 (Chishan),120.4940,22.6602,屏東縣屏東市復興路245號(台灣糖業公司屏東區處場區內)
619,C0R220,潮州 (Chaojhou),120.6143,22.5923,屏東縣萬巒鄉建興路40號（赤山國小）
620,C0R240,來義 (Laiyi),120.5400,22.5343,屏東縣潮州鎮光春路290號(屏東縣立光春國民中學內)
621,C0R260,春日 (Chunri),120.6251,22.3703,屏東縣萬巒鄉新隆路64號萬巒農場（佳佐段180號）
622,C0R270,琉球嶼 (Liouciouyu),120.6283,22.3703,屏東縣春日鄉鄉公所資源回收場旁
623,C0R280,檳榔 (Binlang),120.3622,22.0760,屏東縣琉球鄉天台段596及597地號
624,C0R320,車城 (Checheng),120.7162,22.0744,屏東縣滿州鄉長樂村大公路14號(往南仁山方向)
625,C0R341,牡丹 (Mudan),120.7926,22.1300,屏東縣車城鄉福興村中山路66號(車城國小)
626,C0R350,貓鼻頭 (Maobitou),120.7926,21.9217,屏東縣199縣道23K-23.5K間車城往旭海方向之右側
627,C0R540,佳冬 (Jiadong),120.7358,22.4194,屏東縣恆春鎮(貓鼻頭風景區內)
628,C0R550,新埤 (Xinpi),120.5523,22.4679,屏東縣佳冬鄉佳昌路2號(佳冬鄉公所)
629,C0R560,新園 (Xinyuan),120.5828,22.4679,屏東縣新埤鄉民眾路103號(新埤消防分隊)
630,C0R570,麟洛 (Linluo),120.4615,22.5434,屏東縣新園鄉仙吉村店口路116號(新園消防分隊)
631,C0R580,南州 (Nanzhou),120.5271,22.6507,屏東縣麟洛鄉中山路158號(麟洛鄉公所)
632,C0R590,里港 (Ligang),120.5027,22.4859,屏東縣南州鄉溪南村人和路241號(南州消防分隊)
633,C0R600,舊泰武 (Jiutaiwu),120.4945,22.5881,屏東縣里港鄉永春村中山路104號(里港鄉公所)
634,C0R620,墾雷 (Kenlei),120.6649,22.5881,屏東縣泰武鄉泰武村良武巷101號(舊泰武村老人活動中心)
635,C0R640,東港 (Donggang),120.8552,21.9008,屏東縣恆春鎮燈塔路51巷33號(氣象局墾丁雷達站區內)
636,C0R650,竹田 (Zhutian),120.4407,22.4624,屏東縣東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）
637,C0R660,枋寮 (Fangliao),120.5434,22.3677,屏東縣竹田鄉中正路123號(竹田鄉公所清潔隊)
638,C0R670,楓港 (Fenggang),120.5906,22.1901,屏東縣枋寮鄉枋寮村德興路197號(枋寮國小)
639,C0R680,佳樂水 (Jialeshui),120.6921,22.1901,屏東縣枋山鄉善餘村光復路24號(楓港國小)
640,C0R690,墾丁 (Kenting),120.8102,21.9667,屏東縣滿州鄉佳樂水風景區內
641,C0R700,枋山 (Fangshan),120.6610,22.2468,屏東縣枋山鄉中山路三段52號(加祿國小)
642,C0R710,龍磐 (Longpan),120.8389,21.9316,屏東縣枋山鄉中山路三段52號(加祿國小)
643,C0R720,旭海 (Xuhai),120.8876,22.2054,屏東縣恆春助航台(NDB歸航台)
644,C0R730,大坪頂 (Dapingding),120.8876,22.0246,屏東縣牡丹鄉旭海大草原步道旁
645,C0R740,獅子 (Shizi),120.6935,22.2015,屏東縣恆春鎮大坪頂電信機房旁
646,C0R750,四林格山 (Silingeshan),120.7944,22.0787,屏東縣獅子鄉楓林村2巷26號
647,C0R760,南仁湖 (Nanrenhu),120.7944,22.0787,屏東縣牡丹鄉四林格山遊樂區第2涼亭旁大草原
648,C0R770,保力 (Baoli),120.8633,22.0711,屏東縣滿州鄉南仁湖步道4K山頂觀測站旁
649,C0R780,滿州 (Manzhou),120.7641,22.0244,屏東縣車城鄉保力村竹社路5號
650,C0R790,九棚 (Jiupeng),120.8892,22.1419,屏東縣滿州鄉文化路32號
651,C0R800,丹路 (Danlu),120.7509,22.2044,屏東縣牡丹鄉九棚中科院基地
652,C0R810,內獅 (Neishi),120.7509,22.3050,屏東縣獅子鄉丹路一巷1號
653,C0R820,白鷺 (Bailu),120.6662,22.4542,屏東縣獅子鄉內獅村1號(內獅國小)
654,C0R830,高士 (Gaoshi),120.6662,22.1218,屏東縣來義鄉白鷺大橋沿白鷺道路5.5公里處
655,C0R840,牡丹池山 (Mudanchisahn),120.8412,22.1683,屏東縣牡丹鄉高士社區進水廠水塔頂
656,C0R440,大漢山 (Dahanshan),120.7531,22.4052,屏東縣春日鄉大漢山頂
657,C0R470,高樹 (Gaoshu),120.6008,22.8263,屏東縣春日鄉大漢山頂
